Proteins,Eliot PAR, Eliot EXO,Clov PAR, Clov EXO,Tato PAR, Tato EXO,Samo PAR, Samo EXO,Flash PAR, Flash EXO,Gus 2 PAR, Gus 2 EXO, Fritz 2 PAR,Fritz 2 EXO,Tessa 2 PAR,Tessa 2 EXO,Fritz 1 PAR,Fritz 1 EXO,Tessa 1 PAR,Tessa 1 EXO,Gus 1 PAR,Gus 1 EXO
Putative small GTP-binding protein Rab11 OS=Leishmania infantum OX=5671 GN=Rab11 PE=4 SV=1,29,30,27,25,25,14,23,17,28,23,28,31,27,25,31,14,27,19,25,24,31,24
Putative small GTP-binding protein Rab18 OS=Leishmania infantum OX=5671 GN=LINF_330026900 PE=4 SV=1,5,0,3,0,0,0,3,0,4,0,4,0,1,0,0,0,4,0,2,0,2,0
Putative small GTP-binding protein Rab28 OS=Leishmania infantum OX=5671 GN=LINF_300022000 PE=4 SV=1,1,7,3,0,1,0,0,0,3,3,3,17,3,3,4,4,2,2,3,12,3,8
Putative small GTP-binding protein Rab7 OS=Leishmania infantum OX=5671 GN=LINF_100019000 PE=4 SV=1,2,2,3,0,4,0,1,0,3,2,3,0,6,0,4,0,1,0,2,0,4,0
Putative small myristoylated protein-1 OS=Leishmania infantum OX=5671 GN=SMP-1 PE=4 SV=1,18,50,21,34,19,31,14,22,19,44,20,67,21,40,21,43,32,39,21,56,16,39
Putative small nuclear ribonucleoprotein OS=Leishmania infantum OX=5671 GN=LINF_320016400 PE=4 SV=1,6,0,5,0,4,0,6,0,8,0,6,0,6,0,6,0,4,0,6,0,6,0
Putative small Rab GTP binding protein OS=Leishmania infantum OX=5671 GN=LINF_130007100 PE=4 SV=1,1,0,0,0,1,0,0,0,2,2,1,3,4,0,3,0,2,0,4,0,1,0
Putative small ubiquitin protein OS=Leishmania infantum OX=5671 GN=LINF_080009800 PE=4 SV=1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0
Putative spermidine synthase OS=Leishmania infantum OX=5671 GN=LINF_040010800 PE=3 SV=1,13,14,13,8,13,2,12,13,14,6,13,15,14,6,12,0,35,7,12,3,12,7
Putative S-phase kinase-associated protein OS=Leishmania infantum OX=5671 GN=LINF_110018100 PE=3 SV=1,4,0,4,0,1,0,3,0,5,0,4,0,0,0,3,0,2,0,4,0,1,0
Putative sphingosine 1-phosphate lyase OS=Leishmania infantum OX=5671 GN=SPL PE=3 SV=1,4,0,2,0,2,0,8,0,3,0,3,0,11,0,0,0,5,0,6,0,9,0
Putative splicing factor 3a OS=Leishmania infantum OX=5671 GN=LINF_300023100 PE=3 SV=1,2,0,2,0,2,0,1,0,4,0,4,0,3,0,2,0,4,0,2,0,2,0
Putative splicing factor 3B subunit 1 OS=Leishmania infantum OX=5671 GN=LINF_280033100 PE=3 SV=1,8,0,8,0,9,0,6,0,11,0,3,0,7,0,9,0,6,6,9,0,8,0
Putative sterol C-24 reductase OS=Leishmania infantum OX=5671 GN=LINF_330013700 PE=3 SV=1,6,2,5,0,4,0,4,0,9,4,2,0,4,0,5,0,5,0,6,0,5,2
Putative succinate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_150018000 PE=4 SV=1,6,4,3,0,3,0,6,0,5,0,7,5,4,0,4,0,3,0,4,0,6,0
Putative surface antigen protein 2 OS=Leishmania infantum OX=5671 GN=LINF_120014000 PE=4 SV=1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Putative surface antigen protein 2 OS=Leishmania infantum OX=5671 GN=PSA-50S PE=4 SV=1,7,17,9,15,30,10,7,4,0,0,4,13,4,6,6,10,15,13,12,23,5,19
Putative surface protein amastin OS=Leishmania infantum OX=5671 GN=LINF_300014200 PE=4 SV=1,10,21,7,15,6,10,11,7,5,22,8,23,8,19,10,5,9,14,13,23,7,24
Putative syntaxin binding protein 1 OS=Leishmania infantum OX=5671 GN=LINF_260028000 PE=3 SV=1,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Putative thimet oligopeptidase OS=Leishmania infantum OX=5671 GN=LINF_260020700 PE=3 SV=1,199,72,135,6,174,8,148,7,146,44,163,77,137,20,154,0,190,26,180,22,229,59
Putative threonine synthase OS=Leishmania infantum OX=5671 GN=LINF_140008500 PE=3 SV=1,3,0,4,0,4,0,4,0,2,0,4,0,7,0,4,0,8,0,4,0,3,0
Putative thymine-7-hydroxylase OS=Leishmania infantum OX=5671 GN=LINF_290007500 PE=3 SV=1,1,4,4,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Putative Tob55 OS=Leishmania infantum OX=5671 GN=LINF_290025600 PE=4 SV=1,18,0,18,0,10,0,20,0,19,0,18,0,15,0,17,0,16,0,20,0,15,0
Putative Transitional endoplasmic reticulum ATPase OS=Leishmania infantum OX=5671 GN=LINJ_36_1420 PE=3 SV=1,81,25,77,20,78,19,64,27,81,33,76,32,84,67,97,7,86,66,77,26,81,35
Putative translation elongation factor 1-beta OS=Leishmania infantum OX=5671 GN=LINF_360020500 PE=3 SV=1,10,20,17,8,12,9,12,8,13,12,21,16,20,9,15,0,26,13,14,7,20,13
Putative translation initiation factor EIF-2b alpha subunit OS=Leishmania infantum OX=5671 GN=LINF_120005000 PE=3 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
Putative translation initiation factor OS=Leishmania infantum OX=5671 GN=LINF_170020200 PE=4 SV=1,66,30,70,59,57,82,62,77,55,42,49,21,65,50,47,4,58,62,55,33,47,6
Putative trans-splicing factor OS=Leishmania infantum OX=5671 GN=LINF_330006400 PE=4 SV=1,3,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,2,0
Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_020008800 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0
Putative trypanothione synthetase OS=Leishmania infantum OX=5671 GN=TRYS PE=3 SV=1,49,32,67,14,63,35,60,35,71,25,56,46,56,24,58,6,72,27,65,22,69,32
Putative tubulin folding cofactor D OS=Leishmania infantum OX=5671 GN=LINF_240026400 PE=4 SV=1,2,0,4,0,0,0,1,0,6,0,0,0,3,0,1,0,3,2,2,0,2,0
Putative tubulin-specific chaperone OS=Leishmania infantum OX=5671 GN=LINF_180009600 PE=4 SV=1,2,0,4,0,4,0,5,0,7,0,3,0,4,0,3,0,4,0,3,0,1,0
Putative tyrosyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_140020100 PE=4 SV=1,18,6,19,6,22,2,16,4,26,7,18,8,20,4,17,0,20,3,17,3,18,7
Putative U2 small nuclear ribonucleoprotein 40K OS=Leishmania infantum OX=5671 GN=LINF_320006800 PE=4 SV=1,0,0,0,0,1,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,1,0
Putative U2 splicing auxiliary factor OS=Leishmania infantum OX=5671 GN=LINF_030006700 PE=4 SV=1,0,5,0,4,0,6,0,9,0,5,0,2,0,0,0,0,0,10,0,0,0,0
Putative ubiquitin carrier protein 4 OS=Leishmania infantum OX=5671 GN=LINF_320012400 PE=3 SV=1,3,0,3,0,5,0,5,0,6,0,3,0,6,0,2,0,3,0,2,0,3,0
Putative ubiquitin fusion degradation protein 2 OS=Leishmania infantum OX=5671 GN=LINF_300015700 PE=4 SV=1,3,0,5,0,3,0,6,0,4,0,1,0,6,0,1,0,3,0,1,0,0,0
Putative ubiquitin fusion degradation protein OS=Leishmania infantum OX=5671 GN=LINF_360076400 PE=3 SV=1,2,0,2,0,1,0,2,0,2,0,2,0,5,0,1,0,6,0,0,0,3,0
Putative ubiquitin hydrolase OS=Leishmania infantum OX=5671 GN=LINF_150020800 PE=4 SV=1,2,0,16,0,16,0,10,0,10,0,5,0,12,0,4,0,26,3,9,0,3,0
Putative ubiquitin hydrolase OS=Leishmania infantum OX=5671 GN=LINF_300007500 PE=4 SV=1,3,0,5,0,6,0,8,0,6,0,1,0,6,0,2,0,4,0,2,0,3,0
Putative ubiquitin hydrolase OS=Leishmania infantum OX=5671 GN=LINF_320036300 PE=4 SV=1,11,0,21,0,14,0,16,0,16,0,6,0,22,0,7,0,5,0,17,0,10,0
Putative ubiquitin-activating enzyme e1 OS=Leishmania infantum OX=5671 GN=LINF_230013100 PE=3 SV=1,50,19,46,6,17,2,31,14,38,4,28,6,34,0,25,0,44,9,63,13,34,3
Putative ubiquitin-activating enzyme e1 OS=Leishmania infantum OX=5671 GN=LINF_350035900 PE=3 SV=1,73,19,110,4,73,0,61,0,102,6,61,16,75,0,59,0,81,8,95,7,64,4
Putative ubiquitin-conjugating enzyme e2 OS=Leishmania infantum OX=5671 GN=LINF_040011900 PE=3 SV=1,11,7,8,0,10,0,7,0,12,0,7,5,9,0,6,0,11,4,8,2,9,0
Putative ubiquitin-conjugating enzyme e2 OS=Leishmania infantum OX=5671 GN=LINF_070014700 PE=3 SV=1,1,0,0,0,0,0,4,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0
Putative ubiquitin-conjugating enzyme e2 OS=Leishmania infantum OX=5671 GN=LINF_350017900 PE=3 SV=1,34,11,24,0,34,0,35,0,38,9,31,12,34,5,34,4,38,10,27,6,34,11
Putative ubiquitin-conjugating enzyme protein OS=Leishmania infantum OX=5671 GN=LINF_320015200 PE=3 SV=1,6,0,11,0,8,0,9,0,7,0,3,0,8,0,5,0,7,0,7,0,6,0
Putative ubiquitin-like protein OS=Leishmania infantum OX=5671 GN=LINF_360010900 PE=4 SV=1,2,0,4,0,1,0,2,0,2,0,3,0,4,0,2,0,2,0,2,0,1,0
Putative U-box domain protein OS=Leishmania infantum OX=5671 GN=LINF_290012900 PE=4 SV=1,17,6,22,0,21,0,12,0,25,2,10,6,21,2,19,0,23,3,17,2,17,0
Putative UDP-N-acetylglucosamine pyrophosphorylase OS=Leishmania infantum OX=5671 GN=LINF_330034400 PE=4 SV=1,5,3,8,0,7,0,5,0,10,3,1,2,6,0,6,0,6,0,8,0,6,2
Putative universal minicircle sequence binding protein (UMSBP) OS=Leishmania infantum OX=5671 GN=HEXBP PE=4 SV=1,12,0,32,0,16,0,32,0,15,0,32,0,28,2,18,0,14,0,18,0,14,0
Putative uracil phosphoribosyltransferase OS=Leishmania infantum OX=5671 GN=LINF_340016700 PE=4 SV=1,6,3,9,0,6,0,7,0,12,0,3,0,12,0,1,0,8,0,4,0,2,0
Putative vacuolar ATP synthase subunit d OS=Leishmania infantum OX=5671 GN=LINF_350011600 PE=3 SV=2,3,0,2,0,3,0,4,0,3,0,2,3,2,0,3,0,1,0,4,0,4,0
Putative vacuolar protein sorting-associated protein OS=Leishmania infantum OX=5671 GN=LINF_360009900 PE=3 SV=1,1,0,1,0,3,0,4,0,4,0,4,0,2,0,3,0,1,0,1,0,2,0
Putative vacuolar-type Ca2+-ATPase (Fragment) OS=Leishmania infantum OX=5671 GN=LINJ_07_0700 PE=4 SV=2,4,7,5,5,11,31,16,22,2,3,10,16,11,16,13,0,10,0,11,13,9,8
Putative vesicle-associated membrane protein OS=Leishmania infantum OX=5671 GN=LINF_080005200 PE=4 SV=1,23,13,16,5,19,10,24,5,25,15,23,8,31,4,26,0,29,0,22,10,23,6
Putative vesicle-associated membrane protein OS=Leishmania infantum OX=5671 GN=LINF_350026300 PE=3 SV=1,3,3,0,0,1,0,1,0,4,0,2,6,1,0,3,0,3,0,0,0,7,0
Putative vesicular transport protein (CDC48 homologue) OS=Leishmania infantum OX=5671 GN=LINF_270016900 PE=3 SV=1,0,0,2,0,0,0,0,0,3,0,3,0,2,0,8,0,1,0,1,0,2,0
Putative vesicule-associated membrane protein OS=Leishmania infantum OX=5671 GN=LINF_210021000 PE=4 SV=1,10,0,8,0,11,0,9,0,9,0,9,0,10,0,18,0,17,0,9,0,12,0
Putative voltage-dependent anion-selective channel OS=Leishmania infantum OX=5671 GN=LINF_020009700 PE=4 SV=1,11,0,19,0,15,0,15,0,10,0,13,2,17,0,10,0,8,0,29,15,14,0
"Putative V-type ATPase, C subunit OS=Leishmania infantum OX=5671 GN=LINF_300042400 PE=3 SV=1",0,0,0,0,0,6,0,0,0,6,0,0,0,5,0,0,0,0,0,7,0,5
"Putative X-pro, dipeptidyl-peptidase,serine peptidase,Clan SC, family S15 OS=Leishmania infantum OX=5671 GN=LINF_280026000 PE=4 SV=1",15,2,27,0,12,0,7,0,15,2,8,3,12,2,8,0,11,0,18,0,13,0
Putative zinc finger-domain protein OS=Leishmania infantum OX=5671 GN=LINF_300041500 PE=4 SV=1,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Putative zinc transporter OS=Leishmania infantum OX=5671 GN=LINF_280025700 PE=4 SV=1,4,36,5,58,0,3,8,6,0,39,7,49,4,47,3,17,0,9,3,16,5,35
Putative zinc-finger protein ZPR1 OS=Leishmania infantum OX=5671 GN=LINF_170021500 PE=3 SV=1,1,0,4,0,3,0,4,0,4,0,4,0,5,0,3,0,4,0,4,0,4,0
Putative_intraflagellar_transport_protein_A1 OS=Leishmania infantum OX=5671 GN=LINF_250020500 PE=3 SV=1,4,0,5,0,4,0,3,0,4,0,2,0,6,0,3,0,4,0,5,0,4,0
Putative_intraflagellar_transport_protein_B2 OS=Leishmania infantum OX=5671 GN=LINF_290006400 PE=3 SV=1,20,4,5,0,15,2,9,0,11,0,4,3,12,3,10,0,14,13,6,3,9,0
Putative_intraflagellar_transport_protein_C3 OS=Leishmania infantum OX=5671 GN=LINF_290035400 PE=3 SV=1,9,3,2,3,8,0,2,2,10,2,1,2,2,2,8,0,4,9,3,4,9,0
Putative_intraflagellar_transport_protein_D4 OS=Leishmania infantum OX=5671 GN=LINF_080016800 PE=4 SV=1,6,3,13,0,3,0,5,0,5,2,0,0,4,2,2,0,6,5,9,2,1,0
Putative_Phosphatase /Protein_of_uncharacterized_function_DUF89_-_putative OS=Leishmania infantum OX=5671 GN=LINF_060011800 PE=4 SV=1,21,14,14,0,12,0,13,0,13,5,16,10,15,2,18,0,34,12,14,4,15,3
Putative_tRNA_binding_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220010200 PE=4 SV=1,17,13,19,4,20,2,18,6,18,6,22,14,27,4,17,0,23,5,15,7,23,5
Putative_zinc_finger_motif_-_C2HC5-type /ASCH_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_080005600 PE=4 SV=1,0,0,1,0,5,0,2,0,4,0,0,0,1,0,0,0,1,0,1,0,1,0
PX_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140007100 PE=4 SV=1,6,0,8,0,3,0,0,0,4,0,4,0,8,0,7,0,6,0,4,0,3,0
Pyridoxal kinase OS=Leishmania infantum OX=5671 GN=LINF_300018100 PE=3 SV=1,19,6,27,0,19,0,22,2,22,2,17,4,27,0,21,0,22,0,26,2,23,0
Pyridoxal phosphate homeostasis protein OS=Leishmania infantum OX=5671 GN=LINF_230025500 PE=3 SV=1,23,13,21,0,3,0,12,0,20,5,2,4,12,0,3,0,18,0,26,0,2,0
Pyrroline-5-carboxylate reductase OS=Leishmania infantum OX=5671 GN=P5CR PE=3 SV=1,49,9,32,0,43,0,41,5,46,3,43,6,47,5,44,2,53,4,47,11,38,3
Pyruvate dehydrogenase E1 component subunit beta OS=Leishmania infantum OX=5671 GN=LINF_250023800 PE=4 SV=1,72,0,60,7,65,8,70,3,58,5,53,0,56,4,62,0,69,0,57,5,62,0
Pyruvate kinase OS=Leishmania infantum OX=5671 GN=LINF_350005300 PE=3 SV=1,84,55,93,14,99,15,128,25,133,51,102,70,91,38,126,13,150,53,101,46,102,50
"Pyruvate, phosphate dikinase OS=Leishmania infantum OX=5671 GN=LINF_110016000 PE=3 SV=2",167,10,206,0,234,6,236,4,221,14,235,16,218,11,172,4,224,7,261,23,193,10
Quinonoid dihydropteridine reductase OS=Leishmania infantum OX=5671 GN=QDPR-7 PE=4 SV=1,8,0,5,0,9,0,6,0,9,0,8,0,6,0,6,0,6,0,8,0,8,0
Rab GDP dissociation inhibitor OS=Leishmania infantum OX=5671 GN=LINF_290029300 PE=3 SV=1,46,20,43,8,38,4,34,6,41,15,41,18,50,14,41,3,41,18,46,11,50,17
Radial_spokehead-like_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330034200 PE=4 SV=1,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rdx_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350015700 PE=4 SV=1,4,0,3,0,0,0,10,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0
Regulator_of_chromosome_condensation_(RCC1 )_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340025200 PE=4 SV=1,1,6,0,0,2,0,1,3,2,6,0,8,0,3,1,0,1,3,2,0,0,0
Regulator_of_Vps4_activity_in_the_MVB_pathway_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260008800 PE=3 SV=1,6,10,6,0,4,0,1,0,2,4,0,5,2,5,1,2,1,8,4,16,3,5
Regulatory subunit of protein kinase a-like protein OS=Leishmania infantum OX=5671 GN=LINF_340035100 PE=4 SV=1,44,3,30,8,33,11,27,4,29,0,21,5,15,6,19,0,26,4,43,0,21,0
Replication protein A subunit OS=Leishmania infantum OX=5671 GN=RPA1 PE=3 SV=1,13,8,19,0,10,0,25,0,17,8,15,9,16,0,18,0,18,8,16,0,6,7
Replication_factor_A_protein_3_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350039800 PE=3 SV=1,7,0,6,0,5,0,9,0,11,0,4,0,8,0,4,0,6,0,6,0,5,0
Reticulon-like protein OS=Leishmania infantum OX=5671 GN=PAPLE22 PE=2 SV=1,20,2,19,0,23,5,24,0,34,3,20,0,27,6,28,0,33,2,21,0,37,0
Retinal_Maintenance_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340037000 PE=4 SV=1,1,0,2,0,0,0,0,0,2,0,1,0,3,0,1,0,1,0,1,0,1,0
RF-1_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210021200 PE=4 SV=1,4,0,1,0,5,0,3,0,3,0,2,0,3,0,2,0,10,0,4,0,4,0
Rhomboid-like protein OS=Leishmania infantum OX=5671 GN=LINF_040013500 PE=4 SV=1,3,0,3,0,4,0,3,0,3,0,3,0,5,0,3,0,4,0,2,0,3,0
Riboflavin kinase OS=Leishmania infantum OX=5671 GN=LINF_350037000 PE=4 SV=1,2,2,2,0,2,4,2,3,3,5,0,4,1,0,0,0,0,2,1,0,1,0
Ribokinase OS=Leishmania infantum OX=5671 GN=LINF_270009300 PE=3 SV=1,5,0,14,0,15,0,8,0,6,0,6,0,14,0,8,0,23,0,9,0,8,0
Ribonucleoside-diphosphate reductase OS=Leishmania infantum OX=5671 GN=LINF_280014500 PE=3 SV=1,16,8,17,5,18,14,15,29,21,6,8,4,31,9,10,0,0,14,19,6,12,0
Ribonucloprotein OS=Leishmania infantum OX=5671 GN=LINF_150022800 PE=3 SV=1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Ribosomal protein L15 OS=Leishmania infantum OX=5671 GN=rpl15 PE=2 SV=1,51,47,43,65,45,86,36,76,71,61,74,38,68,59,45,48,63,77,47,82,37,34
Ribosomal protein L32-like protein OS=Leishmania infantum OX=5671 GN=LINF_350024600 PE=4 SV=1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,1,0,3,0
Ribosomal protein L3-like protein OS=Leishmania infantum OX=5671 GN=LINF_290005200 PE=3 SV=1,0,0,2,0,1,0,2,0,0,0,2,0,2,0,1,0,2,0,2,0,1,0
Ribosomal RNA-processing protein 43 OS=Leishmania infantum OX=5671 GN=LINF_320042100 PE=3 SV=1,3,0,5,0,1,0,1,0,3,0,0,0,3,0,1,0,2,0,6,0,0,0
Ribosomal_L30 domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_04_0860 PE=3 SV=1,2,0,1,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
Ribosomal_protein_L1p/L10e_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360081200 PE=4 SV=1,3,0,3,0,3,2,4,0,3,0,5,0,3,0,3,0,1,0,3,0,3,0
Ribosomal_protein_S5_-_C-terminal_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360025000 PE=4 SV=1,1,0,2,0,4,0,4,0,2,0,3,0,1,0,4,0,1,0,1,0,2,0
Ribosomal_protein_S8_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180013200 PE=3 SV=1,3,0,2,0,3,0,2,0,2,0,3,0,1,0,4,0,2,0,2,0,2,0
Ribosome assembly factor mrt4 OS=Leishmania infantum OX=5671 GN=LINF_360055900 PE=3 SV=1,10,0,9,2,9,0,9,3,11,0,12,0,13,0,12,0,4,0,9,0,13,0
Ribosome biogenesis protein BOP1 homolog OS=Leishmania infantum OX=5671 GN=LinJ11.0410 PE=3 SV=1,2,5,4,3,3,2,1,2,2,2,2,0,2,4,1,2,1,14,3,0,1,0
Ribosome biogenesis regulatory protein OS=Leishmania infantum OX=5671 GN=LINF_300011300 PE=3 SV=1,1,0,2,0,2,0,1,0,1,0,2,0,1,0,1,0,2,0,2,0,1,0
Ribosome production factor 2 homolog OS=Leishmania infantum OX=5671 GN=LINF_260005100 PE=3 SV=1,10,8,6,22,5,18,8,17,4,5,10,4,7,9,3,4,5,12,3,10,4,0
Ribosome_assembly_protein_RRB1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330027700 PE=4 SV=1,2,0,5,0,1,0,1,0,3,0,2,0,1,0,0,0,1,0,2,0,0,0
Ribulose-phosphate 3-epimerase OS=Leishmania infantum OX=5671 GN=LINF_330024000 PE=3 SV=1,16,3,11,0,9,0,12,0,16,2,10,3,13,0,14,0,13,0,18,0,12,0
RING-type domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_24_0080 PE=4 SV=2,0,0,1,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0
RING-type E3 ubiquitin transferase OS=Leishmania infantum OX=5671 GN=LINF_130011500 PE=4 SV=2,7,0,3,0,2,0,2,0,6,0,1,0,5,0,2,0,2,0,5,0,3,0
RNA binding protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_070016300 PE=4 SV=1,7,0,10,0,7,0,7,0,6,0,4,0,9,0,7,0,5,0,6,0,5,0
RNA cytidine acetyltransferase OS=Leishmania infantum OX=5671 GN=LINF_170019800 PE=3 SV=1,7,0,10,2,7,0,7,0,5,0,1,0,6,0,2,0,3,0,6,0,2,0
RNA editing complex protein MP46 OS=Leishmania infantum OX=5671 GN=LINF_330028500 PE=4 SV=1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,4,0,2,0,0,0
RNA helicase OS=Leishmania infantum OX=5671 GN=LINJ_05_0140 PE=3 SV=2,12,9,16,11,19,28,10,10,16,14,12,8,12,9,9,3,18,5,21,19,7,5
RNA uridylyltransferase OS=Leishmania infantum OX=5671 GN=LINF_040017100 PE=3 SV=1,2,4,1,0,1,0,1,0,3,0,3,5,3,0,4,0,7,0,1,0,4,0
RNA uridylyltransferase OS=Leishmania infantum OX=5671 GN=LINJ_08_0840 PE=4 SV=1,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0
RNA_polymerase-associated_protein_CDC73_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360048800 PE=3 SV=1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
RNA_polymerase-associated_protein_LEO1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350033800 PE=4 SV=1,1,0,3,0,2,0,2,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240023900 PE=4 SV=1,4,0,5,0,6,0,5,0,4,0,7,0,7,0,6,0,3,0,7,0,4,0
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290036100 PE=4 SV=1,15,0,17,0,8,0,15,0,12,0,26,2,7,0,16,0,10,0,13,0,18,0
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340033000 PE=4 SV=1,11,9,12,10,6,21,9,11,9,5,10,6,12,11,8,0,13,7,8,9,9,0
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030010000 PE=4 SV=1,10,0,13,0,7,0,10,0,4,0,9,0,12,0,8,0,14,0,8,0,11,0
RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320027400 PE=4 SV=1,0,0,1,0,2,0,0,0,2,0,1,0,1,0,1,0,3,0,1,0,1,0
RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320014000 PE=4 SV=1,1,0,1,0,1,0,2,0,2,0,3,0,3,0,1,0,2,0,1,0,1,0
"RNA-binding protein, putative, UPB2 OS=Leishmania infantum OX=5671 GN=LINF_250010200 PE=4 SV=1",16,12,18,4,12,5,17,0,17,9,24,13,21,11,24,3,23,4,21,16,21,10
RNA-binding protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_100017400 PE=4 SV=1,0,0,6,0,0,0,4,0,0,0,2,0,3,0,3,0,2,0,1,0,0,0
RNA-binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350037400 PE=4 SV=1,2,0,1,0,1,0,1,0,2,0,1,0,3,0,0,0,4,0,1,0,1,0
RNA-binding_protein_42_(RNA-binding_motif_protein_42)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300036500 PE=4 SV=1,13,0,15,0,12,5,19,3,17,3,13,0,24,0,11,0,13,0,15,0,16,0
RNasePH-like protein OS=Leishmania infantum OX=5671 GN=LINF_200018800 PE=4 SV=1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0
RRF domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_30_0450 PE=3 SV=1,4,0,4,0,3,0,4,0,5,0,4,0,2,0,5,0,3,0,4,0,3,0
R-SNARE_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320027900 PE=4 SV=1,4,6,11,0,9,0,8,0,3,4,4,4,9,2,4,0,3,0,3,0,8,0
RuvB-like helicase OS=Leishmania infantum OX=5671 GN=LINF_340032100 PE=3 SV=1,34,8,41,2,26,5,32,7,35,4,24,5,39,4,30,0,36,6,33,3,24,2
RuvB-like helicase OS=Leishmania infantum OX=5671 GN=LINF_340041900 PE=3 SV=1,5,7,11,2,3,5,11,14,11,0,11,3,10,0,9,0,7,6,5,2,11,0
RWD_domain-containing_protein OS=Leishmania infantum OX=5671 GN=LINF_200010800 PE=4 SV=1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
